timestamp,model,lookback,features,layers,units,dropout,recurrent_dropout,optimizer,lr,batch,epochs,clipnorm,target_transform,lags,cv_rmse_mean,cv_rmse_std,notes
2025-09-21T17:00:48.504357+00:00,LSTM,168,20,2,64,0.2,0.0,Adam,0.001,64,50,1.0,log1p,"(1, 24, 168)",28.11991,15.144027,LSTM + target lags + true fold validation + checkpoint
